salary_id,employee_id,effective_date,previous_salary,new_salary,increment_percent,change_reason
894,2887,2025-01-09,1711459,1938398.46,13.26,Promotion
895,1343,2025-10-23,561057,586585.09,4.55,Promotion
896,1458,2025-11-06,1080984,1207783.42,11.73,Market Adjustment
897,1066,2025-03-09,614627,636323.33,3.53,Performance Bonus
898,1853,2025-06-27,1415919,1638501.47,15.72,Promotion
899,388,2024-11-06,1218974,1276631.47,4.73,Promotion
900,498,2025-08-23,275075,286215.54,4.05,Promotion
901,536,2025-10-10,665515,778652.55,17.0,Market Adjustment
902,2812,2024-09-21,1571829,1869533.41,18.94,Annual Increment
903,2386,2024-02-04,1479180,1588639.32,7.4,Annual Increment
904,90,2024-03-15,385207,409706.17,6.36,Performance Bonus
905,528,2024-06-04,442893,524341.02,18.39,Market Adjustment
906,502,2025-07-22,339540,404120.51,19.02,Annual Increment
907,689,2025-06-03,1453522,1604106.88,10.36,Performance Bonus
908,2033,2024-11-24,311828,341482.84,9.51,Performance Bonus
909,708,2025-11-04,992272,1058258.09,6.65,Promotion
910,1127,2024-12-25,836897,925440.7,10.58,Promotion
911,142,2024-02-09,1537874,1745948.35,13.53,Promotion
912,2652,2025-11-25,868880,968627.42,11.48,Salary Revision
913,1963,2025-08-14,377882,394848.9,4.49,Performance Bonus
914,563,2025-08-22,1129199,1201354.82,6.39,Salary Revision
915,1021,2025-12-08,1572787,1885771.61,19.9,Salary Revision
916,80,2025-12-04,1052156,1223552.21,16.29,Market Adjustment
917,1965,2025-12-25,1391936,1618543.18,16.28,Market Adjustment
918,2317,2025-01-29,1303595,1414009.5,8.47,Market Adjustment
919,737,2024-12-07,304658,330310.2,8.42,Promotion
920,121,2025-12-27,839158,872724.32,4.0,Performance Bonus
921,2169,2025-12-10,999591,1159925.4,16.04,Promotion
922,654,2025-02-03,459996,493161.71,7.21,Promotion
923,1092,2025-09-02,1369228,1600353.69,16.88,Annual Increment
924,899,2024-12-26,1457313,1710739.73,17.39,Performance Bonus
925,1454,2024-09-03,614300,651096.57,5.99,Salary Revision
926,1303,2025-09-09,1797918,2065088.61,14.86,Salary Revision
927,116,2024-10-03,1725247,1982481.33,14.91,Salary Revision
928,2309,2025-07-03,548010,616894.86,12.57,Promotion
929,2017,2024-03-05,1386917,1501337.65,8.25,Performance Bonus
930,156,2024-08-06,439283,456634.68,3.95,Salary Revision
931,897,2025-08-01,291792,326661.14,11.95,Annual Increment
932,1359,2024-10-28,1537933,1636668.3,6.42,Promotion
933,1396,2024-04-01,1753527,1859089.33,6.02,Market Adjustment
934,244,2025-10-24,295954,312261.07,5.51,Promotion
935,455,2024-03-21,1353720,1592380.84,17.63,Annual Increment
936,1531,2024-01-05,1727523,2055925.12,19.01,Performance Bonus
937,2401,2024-08-19,461879,502154.85,8.72,Market Adjustment
938,559,2024-06-16,580309,669966.74,15.45,Performance Bonus
939,2619,2025-01-12,1271732,1450283.17,14.04,Promotion
940,2897,2025-02-20,1428551,1639833.69,14.79,Salary Revision
941,1462,2025-02-02,718162,820930.98,14.31,Promotion
942,1550,2025-03-02,893454,1031760.68,15.48,Market Adjustment
943,522,2025-08-05,622681,718511.61,15.39,Salary Revision
944,1604,2024-12-12,1440097,1491220.44,3.55,Salary Revision
945,1304,2024-02-22,1532159,1635732.95,6.76,Salary Revision
946,427,2024-10-15,1290575,1360136.99,5.39,Annual Increment
947,975,2024-04-01,977313,1169843.66,19.7,Promotion
948,2606,2024-07-19,436071,510072.25,16.97,Market Adjustment
949,1830,2025-04-26,273898,294467.74,7.51,Promotion
950,2840,2024-01-01,392175,427313.88,8.96,Annual Increment
951,2951,2024-01-10,252686,262338.61,3.82,Performance Bonus
952,1719,2025-07-27,598836,706866.01,18.04,Performance Bonus
953,1552,2024-06-24,986585,1107737.64,12.28,Annual Increment
954,1964,2024-01-09,1462270,1668011.39,14.07,Promotion
955,667,2024-09-29,1196418,1247265.76,4.25,Annual Increment
956,1208,2025-11-14,292106,316701.33,8.42,Annual Increment
957,304,2024-04-28,966823,1023768.87,5.89,Performance Bonus
958,660,2025-01-16,1785083,1861484.55,4.28,Annual Increment
959,1385,2024-04-07,1495772,1791186.97,19.75,Performance Bonus
960,2886,2025-02-22,314997,347536.19,10.33,Promotion
961,2488,2024-04-11,1160584,1226389.11,5.67,Annual Increment
962,1357,2025-03-07,681070,814287.29,19.56,Performance Bonus
963,2856,2025-09-11,1412057,1627678.1,15.27,Salary Revision
964,1087,2025-11-23,1635374,1762769.63,7.79,Promotion
965,393,2024-07-28,354093,388369.2,9.68,Salary Revision
966,2011,2024-08-02,572101,594584.57,3.93,Annual Increment
967,1752,2025-02-14,433769,468513.9,8.01,Salary Revision
968,1968,2025-09-04,668748,699844.78,4.65,Promotion
969,700,2025-06-08,1588382,1714817.21,7.96,Annual Increment
970,1940,2024-07-27,492239,532799.49,8.24,Performance Bonus
971,1929,2025-04-04,1275710,1508016.79,18.21,Market Adjustment
972,374,2025-03-07,1596091,1791612.15,12.25,Promotion
973,1520,2024-03-28,1049948,1147383.17,9.28,Performance Bonus
974,183,2024-03-05,802171,886238.52,10.48,Market Adjustment
975,927,2024-06-23,813215,915598.77,12.59,Promotion
976,2853,2024-02-19,1649782,1726331.88,4.64,Market Adjustment
977,2218,2024-01-14,1118192,1336239.44,19.5,Salary Revision
978,932,2025-07-24,1410987,1467990.87,4.04,Performance Bonus
979,2141,2025-05-19,1127935,1346979.98,19.42,Performance Bonus
980,2346,2025-08-02,744177,826780.65,11.1,Annual Increment
981,1618,2025-04-21,1748007,1810760.45,3.59,Salary Revision
982,2117,2024-11-14,1448491,1658811.89,14.52,Salary Revision
983,604,2025-03-16,502249,598379.46,19.14,Performance Bonus
984,709,2025-12-27,600569,717860.13,19.53,Promotion
985,517,2025-10-07,339497,374125.69,10.2,Performance Bonus
986,828,2025-04-12,1565388,1651640.88,5.51,Salary Revision
987,1057,2025-09-15,920563,1090683.04,18.48,Annual Increment
988,357,2024-12-15,1063902,1196464.19,12.46,Salary Revision
989,1336,2025-08-20,829235,927333.5,11.83,Annual Increment
990,2869,2024-12-15,1556647,1758855.45,12.99,Performance Bonus
991,461,2025-02-02,1119148,1181148.8,5.54,Salary Revision
992,2409,2024-07-17,1471962,1705856.76,15.89,Annual Increment
993,433,2024-06-08,1430033,1662413.36,16.25,Market Adjustment
994,2194,2024-10-08,971145,1145174.18,17.92,Market Adjustment
995,1569,2025-11-21,1623189,1805797.76,11.25,Salary Revision
996,1938,2024-04-26,328571,348055.26,5.93,Performance Bonus
997,590,2024-10-25,1546552,1753016.69,13.35,Performance Bonus
998,159,2024-05-24,1080037,1275739.7,18.12,Market Adjustment
999,2829,2025-04-23,748239,776971.38,3.84,Performance Bonus
1000,1101,2025-12-01,1031064,1065501.54,3.34,Market Adjustment
1001,1274,2025-05-03,837929,983142.1,17.33,Annual Increment
1002,934,2025-12-26,531826,574957.09,8.11,Performance Bonus
1003,1315,2025-06-17,815014,940444.65,15.39,Salary Revision
1004,2645,2024-09-03,437248,464313.65,6.19,Promotion
1005,1668,2024-07-10,1265986,1467404.37,15.91,Market Adjustment
1006,231,2024-09-22,1330598,1549614.43,16.46,Annual Increment
1007,1275,2025-09-17,1738074,1940038.2,11.62,Promotion
1008,2148,2024-04-23,1442592,1492938.46,3.49,Promotion
1009,823,2025-05-11,370853,397702.76,7.24,Performance Bonus
1010,208,2025-04-24,1005761,1156424.0,14.98,Market Adjustment
1011,1509,2025-04-16,1223536,1365343.82,11.59,Annual Increment
1012,2791,2024-07-16,314095,336427.15,7.11,Performance Bonus
1013,2434,2024-04-06,1185546,1256915.87,6.02,Performance Bonus
1014,2404,2024-03-26,1406230,1532087.58,8.95,Promotion
1015,1060,2024-12-07,1694624,1771559.93,4.54,Annual Increment
1016,1584,2024-07-22,354125,374558.01,5.77,Salary Revision
1017,878,2024-04-26,714206,814266.26,14.01,Promotion
1018,1103,2025-11-25,1616477,1777478.11,9.96,Annual Increment
1019,2795,2024-12-09,268660,298373.8,11.06,Promotion
1020,2652,2024-05-11,613228,694296.74,13.22,Annual Increment
1021,917,2025-08-15,779301,883259.75,13.34,Market Adjustment
1022,2920,2025-03-14,1737652,1979706.92,13.93,Performance Bonus
1023,1543,2025-02-07,981296,1087275.97,10.8,Promotion
1024,1912,2025-06-07,883644,1011860.74,14.51,Salary Revision
1025,1627,2025-01-31,1475758,1545708.93,4.74,Salary Revision
1026,2714,2025-07-09,1034816,1164581.93,12.54,Salary Revision
1027,2495,2025-11-25,842816,910831.25,8.07,Annual Increment
1028,1974,2024-12-17,383876,417349.99,8.72,Market Adjustment
1029,2624,2025-04-06,931861,1096334.47,17.65,Market Adjustment
1030,2688,2024-05-15,1741271,2075420.9,19.19,Market Adjustment
1031,772,2024-05-08,564424,630969.59,11.79,Promotion
1032,233,2025-05-17,1508361,1657236.23,9.87,Market Adjustment
1033,2789,2024-04-05,543453,626383.93,15.26,Performance Bonus
1034,1211,2024-08-22,794056,940321.12,18.42,Performance Bonus
1035,1591,2025-09-23,1795039,1859660.4,3.6,Salary Revision
1036,778,2024-05-08,969673,1118517.81,15.35,Promotion
1037,2812,2024-02-17,1371211,1561123.72,13.85,Performance Bonus
1038,2752,2024-04-10,1001822,1118233.72,11.62,Promotion
1039,2694,2024-03-29,1420731,1507111.44,6.08,Annual Increment
1040,1929,2025-11-01,518318,599175.61,15.6,Salary Revision
1041,750,2025-11-17,1675460,1981901.63,18.29,Annual Increment
1042,911,2024-03-17,995083,1062748.64,6.8,Market Adjustment
1043,1723,2025-04-07,944822,1032879.41,9.32,Salary Revision
1044,1205,2025-03-25,1222576,1436160.03,17.47,Performance Bonus
1045,220,2025-12-24,1580426,1784617.04,12.92,Salary Revision
1046,292,2024-07-29,1240316,1465061.26,18.12,Salary Revision
1047,491,2024-04-01,1677526,1836723.22,9.49,Market Adjustment
1048,1693,2025-05-20,363376,428056.93,17.8,Promotion
1049,563,2024-09-28,670052,729217.59,8.83,Salary Revision
1050,1875,2025-06-05,550362,596482.34,8.38,Promotion
1051,332,2024-01-23,1272531,1382604.93,8.65,Promotion
1052,1284,2025-03-29,1580640,1643707.54,3.99,Performance Bonus
1053,1121,2024-07-08,689106,798949.5,15.94,Promotion
1054,2361,2024-08-07,582262,648174.06,11.32,Annual Increment
1055,531,2024-01-15,1538657,1698215.73,10.37,Performance Bonus
1056,1653,2025-09-20,1149731,1372893.79,19.41,Performance Bonus
1057,20,2024-05-21,329115,368839.18,12.07,Market Adjustment
1058,58,2025-09-02,925729,1072642.19,15.87,Salary Revision
1059,781,2024-11-08,287572,329269.94,14.5,Promotion
1060,927,2024-12-27,1704426,2009688.7,17.91,Market Adjustment
1061,529,2025-07-28,465394,509699.51,9.52,Salary Revision
1062,1254,2025-07-06,600266,624936.93,4.11,Annual Increment
1063,1222,2025-05-16,859910,952350.32,10.75,Salary Revision
1064,2443,2025-12-08,1349154,1467070.06,8.74,Promotion
1065,1404,2025-12-27,1277979,1394402.89,9.11,Promotion
1066,676,2024-06-14,1095973,1132468.9,3.33,Promotion
1067,2979,2025-06-05,525158,559765.91,6.59,Annual Increment
1068,2416,2025-06-22,1308293,1385089.8,5.87,Market Adjustment
1069,2913,2024-10-30,1614282,1880154.25,16.47,Performance Bonus
1070,2623,2025-04-15,786428,913121.55,16.11,Salary Revision
1071,200,2025-10-25,1495549,1793312.81,19.91,Annual Increment
1072,2678,2024-11-27,291401,302532.52,3.82,Annual Increment
1073,1708,2024-02-17,1181794,1293591.71,9.46,Salary Revision
1074,1036,2025-09-21,1244881,1430741.73,14.93,Promotion
1075,2848,2025-06-28,1688101,1919708.46,13.72,Market Adjustment
1076,1724,2024-07-28,1637611,1714906.24,4.72,Salary Revision
1077,1106,2025-07-12,1556101,1763062.43,13.3,Promotion
1078,1716,2024-10-05,470021,525013.46,11.7,Salary Revision
1079,483,2024-05-19,842879,884517.22,4.94,Annual Increment
1080,2039,2024-09-05,666592,755582.03,13.35,Market Adjustment
1081,2143,2024-12-22,672939,734041.86,9.08,Performance Bonus
1082,1210,2025-04-05,586327,607845.2,3.67,Performance Bonus
1083,851,2025-07-19,1693268,2012618.34,18.86,Market Adjustment
1084,961,2025-09-17,255742,263976.89,3.22,Annual Increment
1085,453,2025-11-30,1454085,1663037.01,14.37,Promotion
1086,369,2024-03-24,1323123,1379752.66,4.28,Annual Increment
1087,1049,2025-02-12,1601272,1712240.15,6.93,Market Adjustment
1088,1082,2024-10-10,1223660,1270770.91,3.85,Promotion
1089,162,2024-12-31,859363,937736.91,9.12,Market Adjustment
1090,1745,2025-02-08,1798831,1888232.9,4.97,Annual Increment
1091,40,2024-01-11,540234,617379.42,14.28,Promotion
1092,1347,2024-01-17,999789,1181850.58,18.21,Salary Revision
1093,1099,2024-09-18,1787354,1869214.81,4.58,Market Adjustment
1094,750,2025-09-27,488723,536666.73,9.81,Performance Bonus
1095,1114,2025-05-19,1058904,1214880.56,14.73,Performance Bonus
1096,1728,2024-05-27,1610729,1901626.66,18.06,Promotion
1097,464,2024-11-23,527896,606182.98,14.83,Annual Increment
1098,653,2024-09-18,467502,514579.45,10.07,Salary Revision
1099,1978,2025-08-24,1443160,1652851.15,14.53,Promotion
1100,2504,2024-01-28,1046395,1216434.19,16.25,Salary Revision
1101,119,2025-12-20,1685425,1988127.33,17.96,Promotion
1102,1979,2025-06-21,1273667,1336331.42,4.92,Performance Bonus
1103,1806,2024-10-12,346410,360543.53,4.08,Market Adjustment
1104,51,2025-09-30,1727586,2034405.27,17.76,Salary Revision
1105,2362,2024-07-16,1767863,1990790.52,12.61,Market Adjustment
1106,2127,2024-12-28,1347026,1545038.82,14.7,Salary Revision
1107,391,2025-12-30,1157747,1322725.95,14.25,Promotion
1108,1974,2024-01-02,975089,1114331.71,14.28,Performance Bonus
1109,609,2025-11-06,1420932,1679115.34,18.17,Salary Revision
1110,224,2024-03-01,274421,312675.29,13.94,Promotion
1111,2071,2024-03-01,1234170,1449902.92,17.48,Promotion
1112,307,2024-10-20,1281060,1389309.57,8.45,Market Adjustment
1113,1140,2025-12-11,355593,396912.91,11.62,Salary Revision
1114,2636,2024-04-14,1044060,1147004.32,9.86,Promotion
1115,323,2024-12-13,1212791,1340740.45,10.55,Salary Revision
1116,1836,2025-05-26,434591,510905.18,17.56,Performance Bonus
1117,1295,2024-07-05,498946,597088.68,19.67,Annual Increment
1118,421,2024-12-28,1096074,1205791.01,10.01,Salary Revision
1119,2250,2024-12-14,250355,293015.49,17.04,Salary Revision
1120,2536,2025-11-29,1587014,1716831.75,8.18,Salary Revision
1121,2304,2024-08-24,683798,780418.66,14.13,Performance Bonus
1122,1397,2024-04-13,1011984,1184324.88,17.03,Promotion
1123,1862,2025-05-01,946197,1064660.86,12.52,Salary Revision
1124,2458,2024-05-16,1242233,1430803.97,15.18,Market Adjustment
1125,2933,2025-04-20,1199029,1258261.03,4.94,Promotion
1126,9,2025-08-04,965877,1053192.28,9.04,Market Adjustment
1127,2244,2024-07-27,1344682,1470544.24,9.36,Annual Increment
1128,188,2025-07-11,594258,661825.13,11.37,Performance Bonus
1129,439,2024-08-04,783283,888086.27,13.38,Promotion
1130,495,2024-12-31,1073963,1145596.33,6.67,Promotion
1131,2936,2024-09-04,958698,1005003.11,4.83,Performance Bonus
1132,191,2025-01-14,1578001,1850048.37,17.24,Salary Revision
1133,505,2024-07-31,1194776,1323572.85,10.78,Salary Revision
1134,2066,2025-01-19,532352,635575.05,19.39,Annual Increment
1135,2173,2025-08-22,1793952,1862660.36,3.83,Performance Bonus
1136,2397,2024-07-28,1262781,1499047.33,18.71,Promotion
1137,2834,2024-04-17,1463316,1550383.3,5.95,Promotion
1138,425,2024-12-23,1062448,1213103.13,14.18,Salary Revision
1139,1319,2025-05-29,1307195,1542228.66,17.98,Performance Bonus
1140,2495,2025-05-13,1702310,1973998.68,15.96,Market Adjustment
1141,1630,2025-10-15,969027,1157987.27,19.5,Performance Bonus
1142,547,2024-02-29,539784,593870.36,10.02,Salary Revision
1143,1225,2025-11-14,1721140,1933012.33,12.31,Market Adjustment
1144,2916,2024-05-03,1795220,2134516.58,18.9,Promotion
1145,823,2025-08-22,689799,783680.64,13.61,Market Adjustment
1146,2813,2025-06-17,974133,1155906.22,18.66,Promotion
1147,2910,2024-03-18,1613329,1929218.82,19.58,Promotion
1148,2064,2024-07-11,1387687,1593064.68,14.8,Market Adjustment
1149,2910,2025-01-06,492022,570401.1,15.93,Salary Revision
1150,1968,2024-09-12,1472233,1659206.59,12.7,Performance Bonus
1151,2762,2025-08-13,1369675,1477331.46,7.86,Performance Bonus
1152,53,2025-08-11,1346244,1410998.34,4.81,Performance Bonus
1153,596,2025-08-05,361285,413273.91,14.39,Promotion
1154,1094,2024-06-03,587505,703360.99,19.72,Market Adjustment
1155,600,2024-01-01,380092,436117.56,14.74,Market Adjustment
1156,836,2024-02-11,1384920,1434084.66,3.55,Performance Bonus
1157,420,2025-06-02,1542073,1815945.16,17.76,Salary Revision
1158,919,2025-08-02,1607107,1808638.22,12.54,Promotion
1159,2093,2025-08-01,1709887,1844797.08,7.89,Annual Increment
1160,1563,2024-08-29,1062761,1169887.31,10.08,Market Adjustment
1161,2262,2024-10-09,362831,374514.16,3.22,Market Adjustment
1162,832,2025-01-26,1551412,1827097.91,17.77,Performance Bonus
1163,924,2024-03-03,1579150,1815706.67,14.98,Market Adjustment
1164,2411,2024-06-11,1396335,1613465.09,15.55,Promotion
1165,2970,2024-05-25,655794,708257.52,8.0,Promotion
1166,2797,2025-03-07,406172,431273.43,6.18,Promotion
1167,2105,2025-07-26,500303,547381.51,9.41,Performance Bonus
1168,1144,2024-03-01,1417271,1523424.6,7.49,Promotion
1169,2393,2024-11-23,784807,809136.02,3.1,Performance Bonus
1170,2907,2024-03-12,574651,595798.16,3.68,Market Adjustment
1171,2445,2025-12-01,356651,414250.14,16.15,Salary Revision
1172,2712,2024-11-28,881567,981536.7,11.34,Salary Revision
1173,2254,2024-02-19,1000959,1043399.66,4.24,Market Adjustment
1174,2153,2024-07-10,711293,848359.16,19.27,Salary Revision
1175,280,2024-02-13,1309356,1384120.23,5.71,Salary Revision
1176,2200,2024-12-06,1096026,1146004.79,4.56,Promotion
1177,874,2024-07-25,1641113,1782905.16,8.64,Market Adjustment
1178,1203,2024-08-26,708112,843786.26,19.16,Salary Revision
1179,2173,2024-04-24,1245847,1494268.89,19.94,Annual Increment
1180,470,2024-07-03,1652865,1799639.41,8.88,Promotion
1181,2631,2025-07-09,1537024,1823217.87,18.62,Promotion
1182,164,2024-01-05,1681413,1985076.19,18.06,Performance Bonus
1183,465,2024-01-12,1059240,1137200.06,7.36,Market Adjustment
1184,102,2024-08-23,1333950,1560454.71,16.98,Market Adjustment
1185,2107,2025-06-20,1316895,1456090.8,10.57,Annual Increment
1186,1215,2024-12-28,1616353,1717698.33,6.27,Salary Revision
1187,338,2024-07-18,451235,477632.25,5.85,Salary Revision
1188,2185,2025-10-22,265373,301622.95,13.66,Promotion
1189,2746,2025-04-11,1570187,1823772.2,16.15,Performance Bonus
1190,426,2024-08-13,681131,763820.3,12.14,Performance Bonus
1191,2649,2025-06-24,401247,464242.78,15.7,Promotion
1192,98,2024-02-07,1213065,1397329.57,15.19,Annual Increment
1193,359,2024-05-01,403612,419433.59,3.92,Market Adjustment
1194,2286,2024-01-19,397727,448516.74,12.77,Promotion
1195,1060,2025-03-01,1104867,1210934.23,9.6,Performance Bonus
1196,1774,2024-08-23,913547,943602.7,3.29,Annual Increment
1197,2191,2024-11-14,262370,298839.43,13.9,Salary Revision
1198,260,2024-03-17,1478109,1533833.71,3.77,Annual Increment
1199,1466,2024-03-10,1304525,1367142.2,4.8,Market Adjustment
1200,2485,2024-02-26,431414,465021.15,7.79,Performance Bonus
1201,1563,2025-08-24,1078612,1261760.32,16.98,Annual Increment
1202,1942,2025-07-26,577834,647578.56,12.07,Promotion
1203,1602,2025-04-30,1394467,1506163.81,8.01,Promotion
1204,1221,2024-01-24,1670378,1972382.34,18.08,Market Adjustment
1205,46,2024-03-10,1410824,1662938.25,17.87,Promotion
1206,505,2025-02-13,337604,348035.96,3.09,Salary Revision
1207,1615,2025-01-28,1376489,1545934.8,12.31,Annual Increment
1208,1249,2024-10-01,690512,799060.49,15.72,Market Adjustment
1209,868,2024-08-16,1115399,1320632.42,18.4,Salary Revision
1210,584,2025-06-07,587545,623561.51,6.13,Salary Revision
1211,1036,2025-12-08,657531,690078.78,4.95,Salary Revision
1212,223,2024-04-12,1401024,1552895.0,10.84,Salary Revision
1213,300,2024-10-06,859542,983487.96,14.42,Market Adjustment
1214,403,2024-10-17,664014,765873.75,15.34,Performance Bonus
1215,1356,2025-05-15,998973,1050719.8,5.18,Promotion
1216,410,2025-06-10,847975,962706.02,13.53,Promotion
1217,1302,2024-03-16,1268924,1404191.3,10.66,Salary Revision
1218,2701,2024-10-23,891047,1022832.85,14.79,Promotion
1219,2317,2024-03-08,1438795,1571164.14,9.2,Market Adjustment
1220,1755,2024-02-24,603662,622254.79,3.08,Promotion
1221,908,2024-10-05,1743589,2015240.17,15.58,Performance Bonus
1222,1134,2025-06-02,1003896,1056901.71,5.28,Market Adjustment
1223,1966,2024-06-14,1220663,1349687.08,10.57,Market Adjustment
1224,1995,2025-07-01,1406939,1475175.54,4.85,Salary Revision
1225,336,2025-04-13,838494,986068.94,17.6,Promotion
1226,2207,2025-07-29,661947,711394.44,7.47,Annual Increment
1227,2980,2024-04-19,408125,482281.31,18.17,Salary Revision
1228,2588,2025-02-07,315419,368440.93,16.81,Salary Revision
1229,1660,2024-05-27,1487395,1585860.55,6.62,Annual Increment
1230,2260,2025-11-11,796552,894049.96,12.24,Salary Revision
1231,1934,2025-08-08,1621344,1883677.46,16.18,Market Adjustment
1232,1608,2024-04-18,718307,848679.72,18.15,Salary Revision
1233,1192,2025-01-20,530769,588622.82,10.9,Salary Revision
1234,371,2024-05-25,1082118,1181564.64,9.19,Annual Increment
1235,2715,2024-07-06,750969,881787.8,17.42,Salary Revision
1236,2803,2025-07-27,597799,692669.7,15.87,Promotion
1237,1828,2025-04-14,583913,619239.74,6.05,Salary Revision
1238,2701,2025-07-30,556601,642929.82,15.51,Performance Bonus
1239,1470,2025-12-29,334766,357262.28,6.72,Performance Bonus
1240,950,2025-01-21,381829,410427.99,7.49,Promotion
1241,176,2024-07-28,1652125,1759843.55,6.52,Market Adjustment
1242,1590,2024-11-18,1234978,1464683.91,18.6,Annual Increment
1243,164,2025-11-21,1610054,1747069.6,8.51,Salary Revision
1244,2596,2024-12-23,823561,965131.14,17.19,Market Adjustment
1245,2371,2024-03-05,1391584,1568176.01,12.69,Performance Bonus
1246,2678,2025-11-04,1043810,1139944.9,9.21,Annual Increment
1247,2117,2025-12-26,777614,850709.72,9.4,Promotion
1248,2116,2025-12-26,1101112,1200212.08,9.0,Market Adjustment
1249,1995,2024-02-28,1261058,1489057.29,18.08,Annual Increment
1250,2056,2024-02-25,541437,598179.6,10.48,Promotion
1251,316,2024-02-16,1329071,1514343.5,13.94,Promotion
1252,616,2025-02-13,641969,678432.84,5.68,Salary Revision
1253,2939,2024-11-06,498156,569093.41,14.24,Performance Bonus
1254,1353,2024-03-21,1760485,1847276.91,4.93,Performance Bonus
1255,1963,2024-01-19,691878,782098.89,13.04,Performance Bonus
1256,92,2025-01-13,761013,789398.78,3.73,Salary Revision
1257,2427,2025-11-15,587912,619012.54,5.29,Salary Revision
1258,161,2025-03-26,1450135,1529892.42,5.5,Promotion
1259,1058,2025-03-29,627566,701493.27,11.78,Performance Bonus
1260,2455,2024-08-25,1431964,1630147.82,13.84,Market Adjustment
1261,352,2025-06-03,704229,779158.97,10.64,Performance Bonus
1262,1973,2025-07-14,607704,648602.48,6.73,Performance Bonus
1263,2462,2025-07-01,549289,639976.61,16.51,Promotion
1264,2553,2024-11-30,1633383,1824162.13,11.68,Promotion
1265,2967,2024-08-06,1687788,1836819.68,8.83,Performance Bonus
1266,2444,2024-04-21,1488569,1550642.33,4.17,Performance Bonus
1267,1579,2024-02-11,527271,552843.64,4.85,Promotion
1268,2142,2025-01-15,1307718,1499037.14,14.63,Promotion
1269,2481,2025-05-29,451952,479159.51,6.02,Salary Revision
1270,2457,2024-07-03,331865,391335.21,17.92,Salary Revision
1271,2062,2024-09-17,496449,519186.36,4.58,Promotion
1272,2472,2025-04-30,1380964,1616694.55,17.07,Performance Bonus
1273,2139,2024-08-16,1132238,1237536.13,9.3,Annual Increment
1274,2858,2024-02-10,1361105,1501162.7,10.29,Performance Bonus
1275,1562,2024-11-08,985089,1113249.08,13.01,Salary Revision
1276,401,2025-08-09,1142315,1202629.23,5.28,Performance Bonus
1277,953,2024-06-19,425778,459073.84,7.82,Salary Revision
1278,1674,2025-07-28,790656,839755.74,6.21,Annual Increment
1279,2368,2024-11-21,1345847,1413139.35,5.0,Annual Increment
1280,1537,2024-10-11,1622682,1727994.06,6.49,Market Adjustment
1281,1675,2024-10-23,1009734,1058302.21,4.81,Performance Bonus
1282,2669,2024-10-02,1477610,1585623.29,7.31,Salary Revision
1283,1735,2025-04-10,1434199,1566432.15,9.22,Market Adjustment
1284,2788,2025-10-24,1083521,1255042.37,15.83,Performance Bonus
1285,2262,2025-06-23,1419293,1578253.82,11.2,Market Adjustment
1286,2291,2025-08-01,1413733,1572353.84,11.22,Market Adjustment
1287,2367,2025-05-21,972167,1129269.19,16.16,Performance Bonus
1288,566,2025-01-05,1632616,1714573.32,5.02,Promotion
1289,1830,2024-07-26,1716562,2045111.97,19.14,Annual Increment
1290,879,2024-05-02,1316073,1445179.76,9.81,Market Adjustment
1291,2256,2025-08-27,1537704,1766053.04,14.85,Annual Increment
1292,659,2024-05-05,1066009,1272814.75,19.4,Annual Increment
1293,374,2024-03-18,554775,615911.21,11.02,Salary Revision
1294,1784,2024-04-09,434844,452629.12,4.09,Promotion
1295,1519,2024-05-15,417855,473638.64,13.35,Performance Bonus
1296,1642,2025-05-04,1537579,1755146.43,14.15,Market Adjustment
1297,2915,2024-01-17,1502990,1562809.0,3.98,Promotion
1298,2623,2024-08-23,1286765,1421360.62,10.46,Promotion
1299,2691,2025-02-09,1336646,1441706.38,7.86,Annual Increment
1300,2456,2025-03-30,1320696,1476141.92,11.77,Promotion
1301,2520,2025-12-09,605431,692976.32,14.46,Market Adjustment
1302,980,2024-08-22,1623674,1672384.22,3.0,Promotion
1303,356,2024-06-30,828681,963341.66,16.25,Market Adjustment
1304,2743,2025-12-22,1078675,1185355.96,9.89,Promotion
1305,2121,2024-07-28,282225,326054.54,15.53,Annual Increment
1306,370,2025-07-14,1402579,1512541.19,7.84,Salary Revision
1307,2388,2025-04-21,980008,1067326.71,8.91,Market Adjustment
1308,927,2025-12-02,1521636,1816376.89,19.37,Performance Bonus
1309,1655,2025-12-28,1455666,1500500.51,3.08,Promotion
1310,1668,2024-04-17,1311658,1374748.75,4.81,Annual Increment
1311,2061,2024-04-10,867090,943220.5,8.78,Annual Increment
1312,2103,2024-05-17,790422,931828.5,17.89,Salary Revision
1313,1025,2024-04-12,1705825,1885448.37,10.53,Performance Bonus
1314,2307,2025-12-11,1264245,1467662.02,16.09,Market Adjustment
1315,1880,2024-09-20,1679407,1861286.78,10.83,Salary Revision
1316,113,2024-12-08,1260764,1323550.05,4.98,Annual Increment
1317,1568,2024-08-04,1578885,1837980.03,16.41,Promotion
1318,2773,2024-01-26,1720472,1839356.62,6.91,Market Adjustment
1319,1690,2024-02-13,990496,1107176.43,11.78,Annual Increment
1320,2871,2025-01-29,802284,860208.9,7.22,Annual Increment
1321,1635,2024-02-04,1662846,1924411.68,15.73,Market Adjustment
1322,312,2024-01-05,1412978,1679041.76,18.83,Performance Bonus
1323,1286,2025-09-21,991422,1058045.56,6.72,Salary Revision
