exit_id,employee_id,exit_date,exit_type,exit_reason,notice_period_days,eligible_for_rehire
482,948,2024-12-22,Termination,Higher Education,15,Yes
483,1529,2025-06-23,Resignation,Better Career Opportunity,90,Yes
484,1980,2025-08-31,Retirement,Company Restructuring,0,Yes
485,49,2024-07-20,Resignation,Better Career Opportunity,90,Yes
486,1175,2024-04-24,Resignation,Better Career Opportunity,90,No
487,735,2025-10-15,Resignation,Higher Education,0,Yes
488,2539,2024-12-25,Resignation,End of Contract,30,No
489,1626,2025-05-16,Resignation,Higher Education,30,No
490,997,2024-06-06,Resignation,Retirement,30,Yes
491,2678,2024-09-14,Termination,Better Career Opportunity,0,Yes
492,1950,2025-03-24,Resignation,Better Career Opportunity,0,Yes
493,1778,2024-07-06,Resignation,Personal Reasons,90,No
494,2164,2025-05-15,Contract End,Better Career Opportunity,15,Yes
495,2322,2025-09-27,Retirement,Company Restructuring,30,Yes
496,1149,2024-05-20,Resignation,End of Contract,90,Yes
497,1289,2024-08-19,Resignation,Better Career Opportunity,15,Yes
498,2920,2024-07-27,Termination,Health Issues,0,Yes
499,2322,2024-01-02,Resignation,Health Issues,90,Yes
500,574,2024-03-06,Termination,Higher Education,90,Yes
501,401,2025-01-25,Resignation,Health Issues,15,No
502,2515,2025-04-07,Resignation,Health Issues,30,Yes
503,1846,2025-12-11,Resignation,Company Restructuring,15,Yes
504,1769,2025-12-13,Retirement,Relocation,90,Yes
505,2534,2025-05-30,Resignation,Performance Issues,15,Yes
506,632,2024-11-30,Resignation,Health Issues,15,Yes
507,437,2025-03-13,Resignation,Higher Education,0,No
508,1105,2025-06-05,Resignation,Higher Education,15,Yes
509,2282,2024-08-31,Resignation,End of Contract,90,Yes
510,1450,2024-04-06,Resignation,End of Contract,0,Yes
511,1578,2024-04-17,Termination,Better Career Opportunity,30,Yes
512,2969,2025-08-24,Termination,End of Contract,15,Yes
513,1560,2025-02-04,Resignation,Relocation,15,Yes
514,598,2024-03-27,Resignation,Higher Education,15,Yes
515,1984,2025-08-02,Resignation,Higher Education,30,Yes
516,2561,2024-01-10,Resignation,Company Restructuring,90,Yes
517,555,2024-08-03,Resignation,Performance Issues,0,No
518,2541,2025-05-29,Resignation,Health Issues,30,Yes
519,2667,2024-11-28,Resignation,Relocation,30,Yes
520,823,2024-07-03,Retirement,Company Restructuring,30,Yes
521,1308,2024-12-27,Resignation,Performance Issues,60,No
522,1335,2025-12-12,Termination,Health Issues,30,No
523,467,2024-03-25,Resignation,Retirement,90,No
524,2254,2025-07-30,Resignation,Better Career Opportunity,60,No
525,1194,2025-06-16,Resignation,Higher Education,60,Yes
526,1241,2025-03-31,Resignation,Retirement,30,Yes
527,1545,2024-03-06,Termination,Higher Education,60,No
528,1642,2025-06-10,Resignation,End of Contract,90,No
529,1714,2025-06-25,Retirement,End of Contract,0,Yes
530,2200,2024-05-13,Resignation,Higher Education,0,Yes
531,1455,2025-12-22,Resignation,Relocation,90,Yes
532,2775,2025-02-13,Contract End,Health Issues,30,No
533,44,2025-10-25,Resignation,Higher Education,30,Yes
534,2286,2025-04-11,Termination,Retirement,60,Yes
535,2784,2024-02-28,Resignation,End of Contract,15,Yes
536,429,2024-07-30,Resignation,Performance Issues,60,No
537,2991,2025-11-16,Resignation,Relocation,30,Yes
538,848,2025-10-06,Resignation,End of Contract,60,Yes
539,2958,2025-01-17,Resignation,Company Restructuring,30,Yes
540,2912,2024-11-02,Resignation,Higher Education,0,No
541,2774,2024-02-10,Resignation,Relocation,15,Yes
542,1356,2024-11-23,Resignation,End of Contract,60,No
543,1660,2025-12-09,Resignation,Relocation,15,Yes
544,120,2025-08-10,Resignation,Retirement,60,Yes
545,2887,2024-09-07,Resignation,Retirement,15,Yes
546,257,2025-02-16,Termination,Higher Education,90,Yes
547,1875,2025-07-01,Resignation,Higher Education,30,Yes
548,2618,2025-12-03,Resignation,Personal Reasons,90,Yes
549,468,2025-09-15,Resignation,Personal Reasons,30,No
550,2760,2025-10-28,Resignation,Performance Issues,90,Yes
551,1283,2025-06-18,Resignation,Higher Education,15,Yes
552,2841,2025-03-12,Resignation,Relocation,90,Yes
553,2355,2024-06-04,Resignation,Health Issues,60,Yes
554,2841,2025-09-11,Resignation,Relocation,90,Yes
555,767,2025-08-21,Resignation,Personal Reasons,60,Yes
556,40,2025-03-23,Retirement,Company Restructuring,15,Yes
557,2301,2025-12-13,Resignation,End of Contract,60,Yes
558,2909,2025-08-02,Resignation,Company Restructuring,60,Yes
559,904,2024-06-18,Resignation,Performance Issues,0,Yes
560,689,2024-09-17,Resignation,Company Restructuring,90,Yes
561,2252,2025-10-29,Termination,End of Contract,0,Yes
562,2225,2025-05-13,Resignation,Personal Reasons,90,No
563,2945,2024-05-08,Resignation,Company Restructuring,90,Yes
564,2678,2024-11-19,Resignation,Retirement,30,No
565,1077,2025-09-07,Resignation,Personal Reasons,0,Yes
566,971,2024-07-22,Contract End,Retirement,90,Yes
567,2500,2025-05-30,Retirement,Health Issues,15,Yes
568,848,2025-08-04,Termination,Better Career Opportunity,90,Yes
569,2207,2025-12-03,Resignation,Relocation,30,No
570,2346,2025-08-05,Resignation,Performance Issues,90,No
571,391,2024-10-30,Resignation,Relocation,60,No
572,2687,2025-03-22,Contract End,Relocation,15,Yes
573,1014,2025-12-22,Termination,Health Issues,60,Yes
574,2572,2025-07-28,Resignation,Health Issues,60,Yes
575,382,2024-10-20,Resignation,Health Issues,90,Yes
576,1512,2024-06-08,Resignation,Company Restructuring,60,Yes
577,382,2024-07-02,Resignation,Company Restructuring,30,No
578,1630,2025-12-06,Termination,Retirement,60,No
579,1323,2025-02-08,Resignation,Performance Issues,30,Yes
580,1988,2024-02-14,Resignation,Personal Reasons,0,Yes
581,1883,2025-12-05,Resignation,Better Career Opportunity,0,No
582,1870,2024-02-28,Resignation,Better Career Opportunity,60,Yes
583,541,2024-10-18,Resignation,Performance Issues,15,No
584,383,2024-06-22,Retirement,Personal Reasons,30,Yes
585,2658,2024-10-20,Resignation,Relocation,0,Yes
586,2865,2024-04-19,Resignation,Retirement,60,Yes
587,5,2025-02-21,Termination,Retirement,60,Yes
588,2128,2024-07-17,Resignation,Company Restructuring,0,Yes
589,494,2024-04-27,Resignation,Health Issues,15,Yes
590,366,2025-07-02,Resignation,Higher Education,0,Yes
591,562,2024-03-13,Retirement,Health Issues,15,Yes
592,281,2025-03-13,Resignation,End of Contract,90,Yes
593,1803,2025-07-09,Resignation,Personal Reasons,15,Yes
594,1687,2025-10-24,Resignation,Company Restructuring,15,Yes
595,505,2025-02-28,Resignation,Health Issues,30,No
596,573,2025-01-01,Resignation,Retirement,30,Yes
597,2462,2025-07-14,Resignation,Performance Issues,0,No
598,1236,2024-12-21,Resignation,Retirement,90,Yes
599,1605,2024-03-13,Resignation,Performance Issues,0,Yes
600,981,2025-10-25,Termination,Company Restructuring,60,Yes
601,2433,2024-02-12,Resignation,Higher Education,90,No
602,1480,2025-07-13,Resignation,Personal Reasons,15,Yes
603,1724,2025-01-25,Termination,Personal Reasons,90,Yes
604,299,2025-02-11,Termination,Better Career Opportunity,90,Yes
605,164,2025-07-15,Resignation,Better Career Opportunity,60,Yes
606,2053,2025-03-23,Resignation,Health Issues,60,Yes
607,2198,2025-03-15,Resignation,End of Contract,90,Yes
608,324,2025-04-06,Resignation,End of Contract,15,No
609,1339,2025-01-28,Resignation,Health Issues,90,Yes
610,2790,2025-07-03,Termination,Higher Education,30,Yes
611,978,2025-02-04,Termination,Better Career Opportunity,15,Yes
612,1858,2025-11-10,Resignation,Better Career Opportunity,30,Yes
613,720,2025-07-31,Resignation,Higher Education,0,Yes
614,672,2025-02-23,Termination,Company Restructuring,30,Yes
615,2953,2025-03-05,Termination,Performance Issues,15,Yes
616,1101,2024-11-12,Termination,Higher Education,0,Yes
617,2146,2025-07-14,Resignation,Higher Education,30,Yes
618,316,2024-12-26,Resignation,Company Restructuring,60,Yes
619,2322,2024-01-10,Resignation,Relocation,30,Yes
620,2351,2025-08-05,Termination,Higher Education,15,Yes
621,51,2024-03-23,Resignation,Retirement,0,Yes
622,615,2025-07-28,Resignation,Relocation,0,Yes
623,2686,2025-09-25,Retirement,Health Issues,15,Yes
624,2951,2024-04-02,Resignation,Personal Reasons,30,No
625,490,2025-01-01,Resignation,End of Contract,0,Yes
626,189,2025-02-13,Termination,Health Issues,0,No
627,1273,2024-01-09,Retirement,Personal Reasons,0,Yes
628,822,2025-06-09,Resignation,Performance Issues,90,Yes
629,994,2024-12-15,Termination,Company Restructuring,30,Yes
630,801,2025-07-22,Resignation,End of Contract,15,Yes
631,98,2024-01-29,Retirement,Retirement,90,Yes
632,40,2025-10-09,Termination,Personal Reasons,0,Yes
633,2979,2024-11-20,Resignation,Performance Issues,0,Yes
634,1720,2024-07-02,Contract End,Company Restructuring,0,No
635,1147,2024-12-05,Resignation,Higher Education,0,No
636,2129,2025-05-11,Retirement,Health Issues,30,Yes
637,2379,2024-04-22,Termination,Higher Education,90,Yes
638,307,2025-03-07,Termination,Better Career Opportunity,60,Yes
639,1195,2025-02-23,Resignation,Performance Issues,30,No
640,1337,2024-05-31,Resignation,Personal Reasons,60,Yes
641,831,2024-02-06,Resignation,Relocation,90,Yes
642,1842,2025-06-17,Resignation,Company Restructuring,30,Yes
643,851,2024-12-29,Resignation,Company Restructuring,30,Yes
644,371,2024-06-18,Retirement,Relocation,30,No
645,166,2025-11-20,Resignation,Retirement,30,Yes
646,1458,2024-10-18,Termination,Health Issues,90,Yes
647,713,2024-09-20,Resignation,Better Career Opportunity,60,No
648,2254,2024-06-03,Resignation,Retirement,0,Yes
649,573,2024-03-14,Termination,Higher Education,0,Yes
650,911,2024-06-28,Termination,Relocation,15,No
651,2582,2025-03-10,Resignation,Higher Education,90,Yes
652,308,2025-06-11,Retirement,Better Career Opportunity,0,Yes
653,528,2025-12-15,Resignation,Higher Education,30,Yes
654,208,2025-06-28,Retirement,Relocation,90,Yes
655,2033,2025-06-12,Termination,Better Career Opportunity,60,Yes
656,880,2025-01-26,Resignation,Relocation,30,Yes
657,142,2024-08-22,Retirement,Retirement,30,Yes
658,1963,2025-03-23,Retirement,Better Career Opportunity,0,Yes
659,817,2024-12-15,Resignation,End of Contract,15,Yes
660,80,2024-03-14,Termination,Health Issues,30,Yes
661,1410,2025-10-16,Termination,End of Contract,30,Yes
662,1307,2025-07-28,Resignation,Retirement,0,No
663,240,2025-10-31,Termination,Company Restructuring,90,Yes
664,954,2024-06-16,Resignation,Relocation,0,Yes
665,2186,2024-08-21,Resignation,Better Career Opportunity,15,Yes
666,1591,2025-12-18,Contract End,Personal Reasons,15,Yes
667,2858,2024-04-16,Resignation,Personal Reasons,90,Yes
668,2326,2024-07-05,Termination,Relocation,90,No
669,2017,2025-02-10,Termination,End of Contract,30,Yes
670,231,2024-06-22,Resignation,Retirement,90,Yes
671,3,2024-02-23,Resignation,Personal Reasons,90,Yes
672,2937,2024-10-05,Resignation,Relocation,30,Yes
673,2887,2024-12-03,Resignation,Relocation,0,No
674,298,2024-05-31,Retirement,Personal Reasons,60,Yes
675,1322,2025-12-30,Resignation,Relocation,15,Yes
676,2619,2025-01-30,Resignation,Company Restructuring,30,Yes
677,2841,2024-12-11,Contract End,Personal Reasons,15,Yes
678,1550,2024-11-09,Termination,Performance Issues,30,Yes
679,2876,2025-05-14,Termination,Health Issues,90,Yes
680,2505,2025-09-07,Resignation,Retirement,90,Yes
681,1357,2025-07-22,Resignation,Higher Education,15,Yes
682,2606,2024-05-09,Resignation,Higher Education,30,Yes
683,1023,2024-08-22,Resignation,Higher Education,30,Yes
684,6,2024-04-29,Resignation,Better Career Opportunity,60,Yes
685,682,2024-02-03,Resignation,Health Issues,60,No
686,1538,2024-04-15,Resignation,Higher Education,60,Yes
687,2815,2024-12-17,Resignation,Retirement,15,Yes
688,137,2025-07-27,Termination,Performance Issues,0,Yes
689,304,2024-03-17,Contract End,Personal Reasons,15,No
690,308,2025-09-10,Resignation,End of Contract,0,Yes
691,1978,2025-03-11,Contract End,Better Career Opportunity,60,No
692,1779,2024-12-03,Resignation,Relocation,0,Yes
693,779,2024-05-05,Resignation,Health Issues,90,Yes
694,1087,2025-08-08,Termination,Performance Issues,30,Yes
695,2342,2024-05-10,Resignation,End of Contract,60,Yes
696,1752,2025-04-06,Resignation,Higher Education,30,No
697,1968,2025-09-11,Resignation,Retirement,0,Yes
698,1196,2025-06-17,Resignation,Higher Education,60,No
699,1629,2024-01-12,Resignation,Company Restructuring,60,No
700,2630,2024-11-17,Resignation,End of Contract,60,Yes
701,1514,2025-05-05,Retirement,Relocation,60,Yes
702,1079,2025-08-14,Resignation,Retirement,30,Yes
703,2853,2024-02-13,Resignation,Higher Education,0,Yes
704,1696,2024-06-27,Termination,Retirement,90,Yes
705,2141,2024-08-29,Resignation,Health Issues,90,Yes
706,2346,2025-06-13,Retirement,Retirement,60,Yes
707,2926,2024-04-08,Resignation,Better Career Opportunity,90,Yes
708,2341,2024-02-12,Resignation,Relocation,0,No
709,685,2025-02-13,Resignation,Retirement,15,Yes
710,2799,2025-11-01,Resignation,Health Issues,15,No
711,2438,2025-11-05,Resignation,Performance Issues,30,No
712,275,2025-03-16,Retirement,Higher Education,60,Yes
713,1132,2024-10-04,Resignation,End of Contract,60,No
714,2869,2025-09-01,Resignation,End of Contract,60,Yes
715,2321,2024-12-13,Resignation,Higher Education,0,Yes
716,1172,2025-06-02,Resignation,End of Contract,30,No
717,2683,2025-01-25,Resignation,Company Restructuring,90,Yes
718,1129,2025-07-11,Resignation,Health Issues,15,Yes
719,1646,2024-02-14,Resignation,Better Career Opportunity,60,No
720,974,2025-09-08,Resignation,Better Career Opportunity,60,No
721,83,2024-04-13,Retirement,Personal Reasons,30,Yes
722,2852,2024-09-08,Termination,Higher Education,15,Yes
723,1815,2025-05-02,Contract End,Personal Reasons,30,Yes
724,366,2024-02-27,Resignation,Retirement,60,Yes
725,1985,2025-01-17,Termination,End of Contract,30,No
726,652,2025-09-20,Resignation,Higher Education,30,Yes
727,2148,2024-12-09,Resignation,Better Career Opportunity,15,Yes
728,237,2025-10-09,Termination,Retirement,0,Yes
729,2887,2024-04-26,Retirement,Retirement,30,Yes
730,1626,2025-09-01,Resignation,Higher Education,0,Yes
731,1828,2024-10-23,Resignation,Relocation,60,Yes
732,670,2024-01-23,Resignation,Performance Issues,0,Yes
733,668,2024-09-08,Resignation,Retirement,15,Yes
734,1103,2025-12-04,Resignation,Health Issues,90,Yes
735,2795,2024-09-26,Termination,Better Career Opportunity,60,No
736,2463,2024-07-14,Resignation,Better Career Opportunity,15,Yes
737,1252,2025-11-05,Termination,Performance Issues,60,No
738,1881,2024-04-23,Retirement,Performance Issues,15,Yes
739,2555,2025-04-13,Resignation,Health Issues,90,Yes
740,2714,2025-10-17,Resignation,Personal Reasons,90,Yes
741,1223,2025-09-04,Resignation,Higher Education,60,Yes
742,2624,2024-11-26,Contract End,Personal Reasons,30,Yes
743,2669,2024-09-23,Termination,Performance Issues,15,Yes
744,233,2024-02-12,Termination,Health Issues,30,Yes
745,2685,2024-09-24,Termination,Company Restructuring,30,Yes
746,1591,2024-10-25,Resignation,Better Career Opportunity,90,Yes
747,778,2025-10-26,Resignation,Personal Reasons,15,Yes
748,1949,2024-03-01,Resignation,Personal Reasons,90,Yes
749,2694,2024-02-11,Resignation,End of Contract,15,Yes
750,1060,2024-12-06,Resignation,End of Contract,15,No
