review_id,employee_id,review_date,review_period,performance_rating,performance_category,goals_completed,manager_feedback,promotion_recommended
657,1466,2024-11-26,Q1,4.8,Outstanding,7,Strong technical skills.,Yes
658,1154,2025-02-01,Q4,4.3,Exceeds Expectations,9,Requires additional coaching.,Yes
659,1942,2024-09-28,Q2,2.5,Needs Improvement,5,Requires additional coaching.,No
660,2598,2025-08-16,Q3,2.4,Poor,3,Reliable and dependable employee.,Yes
661,172,2024-08-04,Q4,2.0,Poor,4,Strong technical skills.,Yes
662,2974,2024-12-22,Q4,3.0,Meets Expectations,5,Reliable and dependable employee.,Yes
663,905,2025-05-03,Q3,3.9,Meets Expectations,6,Consistently exceeds expectations.,Yes
664,2749,2025-04-04,Q1,4.4,Exceeds Expectations,10,Consistently exceeds expectations.,No
665,2752,2025-12-21,Q1,2.2,Poor,6,Demonstrates strong problem-solving skills.,No
666,1463,2025-06-12,Q2,2.4,Poor,4,Strong technical skills.,Yes
667,793,2025-10-23,Q4,3.0,Meets Expectations,8,Strong technical skills.,Yes
668,2317,2024-11-21,Q3,3.7,Meets Expectations,9,Reliable and dependable employee.,Yes
669,1283,2024-10-28,Q2,2.7,Needs Improvement,9,Strong technical skills.,No
670,551,2025-05-25,Q3,4.0,Exceeds Expectations,10,Demonstrates strong problem-solving skills.,No
671,1470,2024-12-04,Q4,4.3,Exceeds Expectations,4,Reliable and dependable employee.,Yes
672,1150,2024-06-10,Q2,4.6,Outstanding,6,Strong technical skills.,Yes
673,2980,2025-04-23,Q1,2.2,Poor,3,Requires additional coaching.,Yes
674,151,2025-09-23,Q4,3.7,Meets Expectations,5,Needs improvement in productivity.,No
675,915,2025-05-03,Q3,4.7,Outstanding,5,Demonstrates strong problem-solving skills.,Yes
676,1626,2024-12-01,Q1,3.1,Meets Expectations,6,Reliable and dependable employee.,Yes
677,1828,2024-02-16,Q2,2.5,Needs Improvement,10,Needs improvement in productivity.,Yes
678,897,2025-04-08,Q2,4.3,Exceeds Expectations,4,Strong technical skills.,No
679,959,2024-11-18,Q2,2.1,Poor,8,Requires additional coaching.,No
680,1863,2024-11-21,Q1,4.6,Outstanding,8,Consistently exceeds expectations.,No
681,1079,2025-01-26,Q2,3.7,Meets Expectations,9,Requires additional coaching.,No
682,2408,2025-07-28,Q1,4.0,Exceeds Expectations,7,Requires additional coaching.,Yes
683,2116,2025-08-22,Q3,3.2,Meets Expectations,10,Demonstrates strong problem-solving skills.,Yes
684,2056,2024-09-15,Q4,4.6,Outstanding,5,Good communication and collaboration.,Yes
685,2108,2024-03-04,Q2,3.9,Meets Expectations,5,Reliable and dependable employee.,Yes
686,1484,2024-08-07,Q1,3.8,Meets Expectations,6,Requires additional coaching.,No
687,2951,2025-11-08,Q4,2.3,Poor,10,Good communication and collaboration.,Yes
688,2652,2024-08-22,Q1,4.5,Outstanding,6,Excellent leadership and teamwork.,Yes
689,2350,2024-11-22,Q2,3.8,Meets Expectations,3,Reliable and dependable employee.,Yes
690,682,2024-10-27,Q2,2.8,Needs Improvement,9,Excellent leadership and teamwork.,No
691,352,2025-10-06,Q4,2.6,Needs Improvement,10,Reliable and dependable employee.,Yes
692,1683,2024-02-10,Q2,3.8,Meets Expectations,7,Reliable and dependable employee.,No
693,1858,2024-04-11,Q1,3.8,Meets Expectations,6,Requires additional coaching.,No
694,542,2024-10-13,Q2,2.3,Poor,9,Reliable and dependable employee.,Yes
695,727,2024-04-20,Q1,3.4,Meets Expectations,4,Consistently exceeds expectations.,No
696,2701,2024-12-18,Q1,2.4,Poor,9,Requires additional coaching.,No
697,178,2024-09-24,Q4,4.1,Exceeds Expectations,6,Demonstrates strong problem-solving skills.,No
698,1436,2024-01-13,Q1,3.8,Meets Expectations,9,Reliable and dependable employee.,No
699,1955,2024-12-29,Q1,4.3,Exceeds Expectations,7,Requires additional coaching.,No
700,775,2024-05-07,Q1,2.0,Poor,4,Excellent leadership and teamwork.,No
701,2682,2024-06-13,Q3,2.6,Needs Improvement,9,Needs improvement in productivity.,Yes
702,634,2024-09-05,Q3,3.3,Meets Expectations,7,Requires additional coaching.,No
703,2507,2025-02-05,Q4,2.8,Needs Improvement,6,Requires additional coaching.,No
704,733,2024-04-03,Q4,3.1,Meets Expectations,7,Strong technical skills.,No
705,2890,2024-06-29,Q2,3.2,Meets Expectations,4,Good communication and collaboration.,No
706,2865,2024-04-02,Q1,4.8,Outstanding,6,Requires additional coaching.,No
707,2256,2025-06-23,Q1,3.8,Meets Expectations,5,Requires additional coaching.,Yes
708,374,2025-04-17,Q4,4.5,Outstanding,9,Consistently exceeds expectations.,Yes
709,1078,2025-12-23,Q1,2.7,Needs Improvement,3,Requires additional coaching.,No
710,2515,2025-09-11,Q3,4.0,Exceeds Expectations,3,Reliable and dependable employee.,No
711,1799,2025-08-08,Q3,2.0,Poor,6,Excellent leadership and teamwork.,Yes
712,2520,2024-02-22,Q1,2.5,Needs Improvement,8,Good communication and collaboration.,Yes
713,645,2024-07-27,Q3,2.3,Poor,9,Needs improvement in productivity.,No
714,1661,2025-10-29,Q1,3.8,Meets Expectations,4,Consistently exceeds expectations.,No
715,2975,2024-10-26,Q3,4.5,Outstanding,8,Strong technical skills.,Yes
716,2484,2024-04-25,Q4,4.9,Outstanding,9,Excellent leadership and teamwork.,No
717,717,2024-10-04,Q1,3.2,Meets Expectations,4,Strong technical skills.,No
718,480,2025-05-21,Q3,4.4,Exceeds Expectations,7,Demonstrates strong problem-solving skills.,No
719,2307,2024-11-24,Q2,3.5,Meets Expectations,8,Demonstrates strong problem-solving skills.,No
720,2404,2024-12-14,Q4,4.6,Outstanding,4,Strong technical skills.,Yes
721,1568,2025-08-20,Q2,3.9,Meets Expectations,6,Needs improvement in productivity.,No
722,1447,2025-09-07,Q1,3.5,Meets Expectations,7,Good communication and collaboration.,No
723,381,2025-06-01,Q3,3.2,Meets Expectations,4,Reliable and dependable employee.,No
724,1286,2024-05-30,Q3,3.1,Meets Expectations,5,Good communication and collaboration.,No
725,818,2025-05-18,Q2,2.7,Needs Improvement,7,Good communication and collaboration.,Yes
726,831,2025-07-17,Q3,4.5,Outstanding,5,Consistently exceeds expectations.,Yes
727,322,2024-05-12,Q4,4.0,Exceeds Expectations,3,Excellent leadership and teamwork.,No
728,1521,2024-02-19,Q4,3.9,Meets Expectations,7,Demonstrates strong problem-solving skills.,Yes
729,2094,2025-09-08,Q2,2.8,Needs Improvement,5,Excellent leadership and teamwork.,No
730,1960,2024-06-04,Q1,4.8,Outstanding,8,Requires additional coaching.,Yes
731,1873,2025-01-30,Q4,4.9,Outstanding,8,Excellent leadership and teamwork.,Yes
732,2762,2024-03-06,Q1,2.6,Needs Improvement,8,Needs improvement in productivity.,No
733,767,2025-01-19,Q2,3.6,Meets Expectations,7,Demonstrates strong problem-solving skills.,No
734,1499,2024-11-29,Q4,2.6,Needs Improvement,6,Requires additional coaching.,No
735,1496,2024-05-11,Q3,4.6,Outstanding,10,Reliable and dependable employee.,Yes
736,2359,2025-11-21,Q1,4.1,Exceeds Expectations,7,Good communication and collaboration.,No
737,1561,2024-10-31,Q2,2.6,Needs Improvement,10,Excellent leadership and teamwork.,Yes
738,1727,2025-12-05,Q3,3.5,Meets Expectations,10,Strong technical skills.,No
739,2303,2024-07-09,Q1,4.6,Outstanding,9,Consistently exceeds expectations.,Yes
740,246,2025-05-14,Q3,2.6,Needs Improvement,10,Consistently exceeds expectations.,No
741,1371,2025-02-12,Q3,2.8,Needs Improvement,7,Needs improvement in productivity.,Yes
742,1687,2025-06-04,Q2,2.4,Poor,5,Strong technical skills.,No
743,1332,2024-06-12,Q4,4.0,Exceeds Expectations,10,Consistently exceeds expectations.,No
744,2514,2024-05-22,Q2,2.9,Needs Improvement,5,Needs improvement in productivity.,No
745,2586,2025-06-11,Q4,3.8,Meets Expectations,4,Consistently exceeds expectations.,Yes
746,1408,2024-10-27,Q3,2.7,Needs Improvement,7,Strong technical skills.,No
747,1112,2024-01-12,Q3,4.7,Outstanding,10,Requires additional coaching.,Yes
748,754,2024-10-26,Q2,4.6,Outstanding,6,Strong technical skills.,Yes
749,863,2024-02-02,Q1,2.5,Needs Improvement,4,Consistently exceeds expectations.,No
750,2247,2024-11-13,Q4,2.2,Poor,4,Consistently exceeds expectations.,No
751,2532,2024-08-16,Q4,2.5,Needs Improvement,7,Good communication and collaboration.,Yes
752,1164,2024-06-23,Q2,3.3,Meets Expectations,5,Reliable and dependable employee.,Yes
753,144,2025-10-08,Q3,4.0,Exceeds Expectations,10,Demonstrates strong problem-solving skills.,No
754,2247,2024-10-07,Q2,3.3,Meets Expectations,10,Requires additional coaching.,No
755,1423,2025-01-23,Q2,3.4,Meets Expectations,4,Demonstrates strong problem-solving skills.,No
756,1499,2024-08-23,Q2,3.2,Meets Expectations,7,Excellent leadership and teamwork.,Yes
757,2144,2025-06-25,Q2,4.4,Exceeds Expectations,8,Strong technical skills.,No
758,2192,2024-03-28,Q4,2.0,Poor,10,Strong technical skills.,Yes
759,1764,2024-07-10,Q2,4.4,Exceeds Expectations,3,Needs improvement in productivity.,Yes
760,1687,2025-07-23,Q4,4.6,Outstanding,9,Good communication and collaboration.,Yes
761,2929,2024-09-05,Q4,4.2,Exceeds Expectations,9,Good communication and collaboration.,No
762,325,2025-03-31,Q2,3.3,Meets Expectations,7,Strong technical skills.,No
763,1692,2024-01-22,Q1,2.6,Needs Improvement,5,Reliable and dependable employee.,No
764,453,2025-12-11,Q4,3.9,Meets Expectations,7,Demonstrates strong problem-solving skills.,Yes
765,1314,2025-06-28,Q1,2.1,Poor,3,Reliable and dependable employee.,Yes
766,1156,2024-06-07,Q4,2.8,Needs Improvement,3,Good communication and collaboration.,Yes
767,618,2024-06-19,Q2,2.0,Poor,8,Requires additional coaching.,No
768,2042,2024-12-04,Q4,5.0,Outstanding,3,Needs improvement in productivity.,Yes
769,599,2024-11-02,Q4,2.2,Poor,4,Demonstrates strong problem-solving skills.,Yes
770,788,2024-03-22,Q3,4.7,Outstanding,9,Excellent leadership and teamwork.,Yes
771,2928,2025-12-28,Q4,2.7,Needs Improvement,6,Excellent leadership and teamwork.,Yes
772,1888,2025-01-11,Q1,4.2,Exceeds Expectations,6,Demonstrates strong problem-solving skills.,No
773,2792,2024-07-26,Q3,4.9,Outstanding,5,Excellent leadership and teamwork.,Yes
774,1038,2024-07-09,Q3,3.4,Meets Expectations,6,Needs improvement in productivity.,Yes
775,2731,2024-08-05,Q1,2.7,Needs Improvement,6,Requires additional coaching.,No
776,62,2025-04-02,Q3,2.5,Needs Improvement,4,Requires additional coaching.,Yes
777,37,2024-03-09,Q4,4.9,Outstanding,5,Needs improvement in productivity.,Yes
778,1019,2024-01-11,Q1,2.5,Needs Improvement,8,Excellent leadership and teamwork.,Yes
779,1457,2025-01-13,Q1,3.9,Meets Expectations,5,Demonstrates strong problem-solving skills.,Yes
780,1298,2024-01-25,Q3,4.9,Outstanding,10,Good communication and collaboration.,Yes
781,2824,2025-02-10,Q2,3.1,Meets Expectations,7,Excellent leadership and teamwork.,No
782,2895,2025-08-24,Q3,3.3,Meets Expectations,10,Good communication and collaboration.,Yes
783,2227,2025-12-03,Q4,3.0,Meets Expectations,7,Reliable and dependable employee.,Yes
784,2176,2025-06-13,Q3,2.5,Needs Improvement,7,Needs improvement in productivity.,No
785,3,2024-08-22,Q4,4.3,Exceeds Expectations,5,Excellent leadership and teamwork.,No
786,2541,2024-07-21,Q1,2.7,Needs Improvement,9,Good communication and collaboration.,No
787,2259,2025-09-28,Q3,2.5,Needs Improvement,8,Requires additional coaching.,No
788,453,2025-11-29,Q1,2.3,Poor,3,Reliable and dependable employee.,Yes
789,129,2024-05-08,Q4,2.6,Needs Improvement,6,Consistently exceeds expectations.,Yes
790,2339,2024-04-27,Q4,3.9,Meets Expectations,10,Strong technical skills.,Yes
791,1501,2024-05-26,Q1,2.7,Needs Improvement,3,Good communication and collaboration.,No
792,328,2025-12-21,Q1,3.4,Meets Expectations,8,Requires additional coaching.,No
793,2902,2024-09-13,Q3,2.2,Poor,3,Consistently exceeds expectations.,No
794,320,2025-12-23,Q1,4.8,Outstanding,4,Good communication and collaboration.,No
795,777,2024-01-08,Q2,2.6,Needs Improvement,5,Requires additional coaching.,Yes
796,2616,2024-09-12,Q4,3.7,Meets Expectations,9,Consistently exceeds expectations.,Yes
797,739,2025-07-11,Q3,3.6,Meets Expectations,5,Demonstrates strong problem-solving skills.,No
798,1291,2025-09-25,Q3,3.7,Meets Expectations,8,Requires additional coaching.,No
799,2974,2024-04-06,Q2,3.0,Meets Expectations,6,Requires additional coaching.,No
800,1475,2025-07-03,Q4,4.9,Outstanding,9,Excellent leadership and teamwork.,Yes
801,1166,2024-01-24,Q2,3.8,Meets Expectations,7,Excellent leadership and teamwork.,No
802,909,2025-02-16,Q3,2.6,Needs Improvement,3,Strong technical skills.,Yes
803,387,2024-04-08,Q3,2.1,Poor,5,Reliable and dependable employee.,No
804,1504,2024-05-22,Q2,4.7,Outstanding,6,Strong technical skills.,No
805,377,2024-06-09,Q2,3.7,Meets Expectations,4,Needs improvement in productivity.,No
806,709,2025-05-16,Q1,3.5,Meets Expectations,7,Excellent leadership and teamwork.,No
807,322,2025-04-12,Q3,4.3,Exceeds Expectations,8,Requires additional coaching.,No
808,494,2025-12-28,Q2,4.6,Outstanding,3,Requires additional coaching.,Yes
809,1249,2025-02-21,Q3,3.6,Meets Expectations,5,Needs improvement in productivity.,Yes
810,628,2024-05-19,Q4,2.2,Poor,10,Consistently exceeds expectations.,Yes
811,1770,2025-03-07,Q4,2.9,Needs Improvement,5,Reliable and dependable employee.,No
812,339,2025-11-28,Q1,3.4,Meets Expectations,9,Strong technical skills.,Yes
813,1633,2025-09-15,Q2,3.5,Meets Expectations,5,Demonstrates strong problem-solving skills.,Yes
814,1999,2024-08-22,Q2,3.2,Meets Expectations,6,Good communication and collaboration.,Yes
815,1091,2025-08-09,Q3,4.3,Exceeds Expectations,4,Consistently exceeds expectations.,No
816,1735,2025-12-18,Q2,3.1,Meets Expectations,8,Needs improvement in productivity.,Yes
817,1249,2024-11-01,Q3,2.5,Needs Improvement,10,Reliable and dependable employee.,No
818,184,2024-09-27,Q2,4.8,Outstanding,6,Needs improvement in productivity.,Yes
819,2984,2025-03-15,Q1,4.6,Outstanding,3,Good communication and collaboration.,Yes
820,1179,2024-10-05,Q1,2.0,Poor,7,Demonstrates strong problem-solving skills.,No
821,94,2024-03-26,Q2,3.0,Meets Expectations,6,Strong technical skills.,No
822,2552,2024-04-03,Q2,4.2,Exceeds Expectations,3,Requires additional coaching.,Yes
823,1047,2024-01-19,Q3,2.5,Needs Improvement,6,Strong technical skills.,Yes
824,1905,2025-03-30,Q1,4.0,Exceeds Expectations,4,Requires additional coaching.,No
825,2716,2024-11-16,Q3,4.6,Outstanding,4,Excellent leadership and teamwork.,No
826,2660,2025-04-08,Q4,3.2,Meets Expectations,4,Needs improvement in productivity.,No
827,2446,2025-04-17,Q2,3.6,Meets Expectations,6,Demonstrates strong problem-solving skills.,Yes
828,163,2025-08-25,Q3,2.7,Needs Improvement,8,Demonstrates strong problem-solving skills.,No
829,644,2024-05-14,Q3,2.1,Poor,8,Strong technical skills.,Yes
830,2054,2024-11-01,Q1,2.8,Needs Improvement,7,Requires additional coaching.,Yes
831,2274,2024-11-30,Q2,4.8,Outstanding,5,Needs improvement in productivity.,No
832,2691,2025-09-08,Q4,2.4,Poor,6,Requires additional coaching.,Yes
833,2347,2025-05-26,Q3,2.5,Needs Improvement,8,Demonstrates strong problem-solving skills.,Yes
834,847,2024-07-08,Q2,4.0,Exceeds Expectations,5,Strong technical skills.,Yes
835,1762,2024-07-13,Q2,5.0,Outstanding,5,Needs improvement in productivity.,Yes
836,2283,2024-05-31,Q1,3.6,Meets Expectations,5,Needs improvement in productivity.,Yes
837,2979,2025-02-26,Q3,2.1,Poor,9,Requires additional coaching.,No
838,1815,2025-04-30,Q3,4.2,Exceeds Expectations,5,Good communication and collaboration.,Yes
839,539,2025-01-03,Q3,2.6,Needs Improvement,6,Good communication and collaboration.,Yes
840,2816,2024-12-18,Q1,2.1,Poor,10,Reliable and dependable employee.,No
841,2917,2024-02-09,Q2,3.9,Meets Expectations,9,Demonstrates strong problem-solving skills.,No
842,564,2024-10-03,Q2,2.5,Needs Improvement,3,Requires additional coaching.,Yes
843,1106,2024-02-23,Q2,4.9,Outstanding,6,Good communication and collaboration.,Yes
844,726,2025-02-09,Q4,4.8,Outstanding,10,Needs improvement in productivity.,No
845,1011,2024-01-12,Q1,3.3,Meets Expectations,9,Needs improvement in productivity.,No
846,2505,2024-09-24,Q1,4.8,Outstanding,4,Demonstrates strong problem-solving skills.,No
847,174,2024-02-05,Q2,4.6,Outstanding,9,Excellent leadership and teamwork.,No
848,2115,2024-12-30,Q1,4.3,Exceeds Expectations,6,Strong technical skills.,No
849,1631,2024-01-27,Q3,4.7,Outstanding,10,Reliable and dependable employee.,No
850,1206,2025-02-17,Q1,3.8,Meets Expectations,5,Demonstrates strong problem-solving skills.,No
851,371,2025-02-27,Q1,4.2,Exceeds Expectations,5,Reliable and dependable employee.,No
852,1694,2024-06-02,Q1,3.0,Meets Expectations,5,Demonstrates strong problem-solving skills.,Yes
853,1863,2024-06-05,Q3,2.3,Poor,5,Consistently exceeds expectations.,Yes
854,468,2025-09-12,Q3,4.1,Exceeds Expectations,4,Requires additional coaching.,Yes
855,1552,2025-03-21,Q1,3.7,Meets Expectations,5,Needs improvement in productivity.,Yes
856,665,2025-11-27,Q2,4.6,Outstanding,3,Requires additional coaching.,No
857,1268,2025-04-08,Q4,4.2,Exceeds Expectations,7,Reliable and dependable employee.,Yes
858,539,2024-04-05,Q1,4.9,Outstanding,7,Excellent leadership and teamwork.,No
859,2039,2024-09-18,Q1,4.6,Outstanding,10,Good communication and collaboration.,Yes
860,2412,2024-09-18,Q4,4.0,Exceeds Expectations,9,Demonstrates strong problem-solving skills.,Yes
861,2463,2024-06-22,Q2,3.8,Meets Expectations,7,Good communication and collaboration.,Yes
862,758,2025-03-07,Q3,2.4,Poor,3,Reliable and dependable employee.,Yes
863,2733,2025-12-07,Q3,3.7,Meets Expectations,8,Consistently exceeds expectations.,Yes
864,447,2024-04-20,Q2,3.3,Meets Expectations,5,Strong technical skills.,Yes
865,1866,2025-01-09,Q3,4.2,Exceeds Expectations,3,Consistently exceeds expectations.,No
866,1323,2025-05-08,Q4,3.1,Meets Expectations,4,Requires additional coaching.,Yes
867,1200,2024-06-09,Q1,3.4,Meets Expectations,7,Needs improvement in productivity.,No
868,2149,2024-09-09,Q2,2.6,Needs Improvement,3,Consistently exceeds expectations.,Yes
869,1982,2024-06-21,Q3,4.2,Exceeds Expectations,9,Needs improvement in productivity.,No
870,2153,2025-05-08,Q3,3.7,Meets Expectations,5,Demonstrates strong problem-solving skills.,No
871,2018,2024-06-14,Q2,4.4,Exceeds Expectations,7,Good communication and collaboration.,Yes
872,485,2025-01-20,Q1,2.1,Poor,6,Requires additional coaching.,No
873,187,2025-06-06,Q2,3.0,Meets Expectations,3,Good communication and collaboration.,No
874,1043,2024-01-17,Q3,4.4,Exceeds Expectations,7,Needs improvement in productivity.,Yes
875,467,2024-10-03,Q3,4.1,Exceeds Expectations,9,Excellent leadership and teamwork.,Yes
876,795,2025-10-28,Q3,3.0,Meets Expectations,10,Demonstrates strong problem-solving skills.,Yes
877,2645,2024-10-25,Q2,2.4,Poor,10,Needs improvement in productivity.,No
878,1696,2024-01-25,Q1,4.8,Outstanding,7,Needs improvement in productivity.,Yes
879,854,2024-06-07,Q3,3.7,Meets Expectations,8,Consistently exceeds expectations.,Yes
880,1149,2025-10-05,Q3,4.5,Outstanding,9,Reliable and dependable employee.,No
881,768,2025-05-11,Q3,3.8,Meets Expectations,8,Excellent leadership and teamwork.,No
882,1696,2024-06-13,Q2,2.3,Poor,8,Demonstrates strong problem-solving skills.,No
883,886,2024-06-05,Q2,3.6,Meets Expectations,4,Needs improvement in productivity.,Yes
884,828,2024-11-01,Q4,4.7,Outstanding,3,Demonstrates strong problem-solving skills.,Yes
885,780,2024-01-09,Q4,3.0,Meets Expectations,7,Needs improvement in productivity.,Yes
886,403,2024-08-31,Q2,4.5,Outstanding,6,Excellent leadership and teamwork.,No
887,1588,2025-03-11,Q1,4.1,Exceeds Expectations,3,Strong technical skills.,Yes
888,2815,2024-06-22,Q1,4.5,Outstanding,8,Demonstrates strong problem-solving skills.,Yes
889,423,2025-05-31,Q3,3.6,Meets Expectations,3,Strong technical skills.,Yes
890,1315,2024-05-19,Q3,2.6,Needs Improvement,7,Needs improvement in productivity.,No
891,2749,2025-01-23,Q2,2.4,Poor,5,Strong technical skills.,Yes
892,63,2025-03-02,Q1,4.9,Outstanding,6,Needs improvement in productivity.,No
893,1111,2025-01-27,Q3,2.4,Poor,6,Reliable and dependable employee.,Yes
894,1276,2024-07-16,Q3,3.8,Meets Expectations,10,Excellent leadership and teamwork.,Yes
895,119,2025-01-26,Q1,3.4,Meets Expectations,4,Requires additional coaching.,Yes
896,353,2024-04-29,Q2,3.3,Meets Expectations,10,Needs improvement in productivity.,No
897,1362,2024-06-24,Q1,4.5,Outstanding,10,Reliable and dependable employee.,Yes
898,2862,2025-12-12,Q4,3.4,Meets Expectations,7,Demonstrates strong problem-solving skills.,No
899,950,2024-10-31,Q2,4.8,Outstanding,7,Needs improvement in productivity.,No
900,752,2025-07-22,Q3,4.1,Exceeds Expectations,8,Demonstrates strong problem-solving skills.,No
901,124,2024-11-09,Q1,2.2,Poor,8,Demonstrates strong problem-solving skills.,No
902,700,2025-12-21,Q3,2.8,Needs Improvement,5,Consistently exceeds expectations.,No
903,2926,2024-08-28,Q3,4.4,Exceeds Expectations,4,Strong technical skills.,No
904,1642,2025-07-30,Q2,3.8,Meets Expectations,6,Reliable and dependable employee.,No
905,1573,2025-06-07,Q2,2.2,Poor,9,Requires additional coaching.,No
906,2231,2024-08-13,Q2,4.1,Exceeds Expectations,4,Demonstrates strong problem-solving skills.,Yes
907,2426,2024-02-22,Q3,3.8,Meets Expectations,4,Demonstrates strong problem-solving skills.,Yes
908,1262,2025-09-28,Q1,4.9,Outstanding,4,Requires additional coaching.,No
909,2025,2025-10-08,Q1,3.9,Meets Expectations,4,Good communication and collaboration.,Yes
910,2379,2024-01-13,Q1,4.7,Outstanding,5,Reliable and dependable employee.,No
911,2177,2025-01-01,Q4,2.9,Needs Improvement,6,Good communication and collaboration.,No
912,1228,2025-09-22,Q3,3.7,Meets Expectations,9,Needs improvement in productivity.,Yes
913,2387,2024-05-29,Q4,2.0,Poor,5,Strong technical skills.,Yes
914,1513,2025-04-16,Q1,4.7,Outstanding,3,Needs improvement in productivity.,Yes
915,1156,2024-12-03,Q2,4.6,Outstanding,9,Requires additional coaching.,No
916,2916,2025-09-27,Q4,3.1,Meets Expectations,9,Good communication and collaboration.,Yes
917,1946,2025-11-20,Q4,2.4,Poor,8,Requires additional coaching.,Yes
918,1182,2024-09-15,Q2,5.0,Outstanding,5,Excellent leadership and teamwork.,Yes
919,2656,2024-03-05,Q4,2.0,Poor,9,Reliable and dependable employee.,Yes
920,563,2025-04-16,Q4,3.9,Meets Expectations,10,Requires additional coaching.,Yes
921,1862,2024-12-12,Q4,3.5,Meets Expectations,9,Needs improvement in productivity.,Yes
922,762,2024-09-22,Q1,3.3,Meets Expectations,10,Good communication and collaboration.,No
923,1683,2024-12-26,Q3,4.8,Outstanding,3,Excellent leadership and teamwork.,No
924,2888,2024-06-02,Q4,3.1,Meets Expectations,4,Reliable and dependable employee.,No
925,1905,2024-04-10,Q1,3.6,Meets Expectations,6,Demonstrates strong problem-solving skills.,Yes
926,2802,2024-01-10,Q3,3.9,Meets Expectations,3,Needs improvement in productivity.,Yes
927,1921,2025-05-27,Q4,3.4,Meets Expectations,8,Requires additional coaching.,No
928,1207,2024-10-14,Q1,2.9,Needs Improvement,7,Strong technical skills.,Yes
929,2578,2025-08-18,Q2,3.4,Meets Expectations,3,Strong technical skills.,Yes
930,1175,2025-06-03,Q2,3.5,Meets Expectations,4,Strong technical skills.,No
931,543,2025-02-24,Q3,3.8,Meets Expectations,7,Excellent leadership and teamwork.,Yes
932,2474,2024-04-25,Q2,2.5,Needs Improvement,10,Needs improvement in productivity.,Yes
933,1071,2025-03-10,Q2,4.3,Exceeds Expectations,10,Reliable and dependable employee.,Yes
934,1405,2024-04-16,Q2,5.0,Outstanding,5,Demonstrates strong problem-solving skills.,No
935,1570,2025-12-23,Q4,2.7,Needs Improvement,5,Good communication and collaboration.,No
936,223,2024-07-22,Q1,3.9,Meets Expectations,3,Reliable and dependable employee.,No
937,1634,2024-12-31,Q4,3.4,Meets Expectations,6,Requires additional coaching.,No
938,1944,2024-07-27,Q4,2.8,Needs Improvement,3,Strong technical skills.,No
939,1565,2025-06-30,Q1,4.0,Exceeds Expectations,4,Needs improvement in productivity.,No
940,2501,2025-05-26,Q3,4.8,Outstanding,8,Strong technical skills.,No
941,403,2025-11-07,Q4,2.8,Needs Improvement,10,Good communication and collaboration.,Yes
942,2130,2024-06-08,Q2,3.0,Meets Expectations,8,Excellent leadership and teamwork.,Yes
943,279,2024-03-19,Q1,2.0,Poor,4,Demonstrates strong problem-solving skills.,No
944,899,2024-05-04,Q3,4.2,Exceeds Expectations,6,Excellent leadership and teamwork.,Yes
945,2538,2025-10-01,Q2,2.3,Poor,4,Consistently exceeds expectations.,Yes
946,2477,2024-03-26,Q2,2.4,Poor,4,Reliable and dependable employee.,No
947,1207,2025-05-31,Q1,3.4,Meets Expectations,10,Strong technical skills.,No
948,2836,2025-03-13,Q3,4.7,Outstanding,7,Reliable and dependable employee.,Yes
949,1136,2024-03-01,Q4,4.3,Exceeds Expectations,9,Needs improvement in productivity.,Yes
950,1058,2024-05-21,Q3,4.9,Outstanding,5,Demonstrates strong problem-solving skills.,Yes
951,2015,2024-05-03,Q2,4.9,Outstanding,9,Reliable and dependable employee.,No
952,445,2025-05-08,Q4,2.4,Poor,6,Consistently exceeds expectations.,No
953,2931,2024-02-24,Q1,2.8,Needs Improvement,4,Consistently exceeds expectations.,No
954,1827,2025-06-23,Q4,2.1,Poor,5,Excellent leadership and teamwork.,Yes
955,2723,2025-06-21,Q2,3.2,Meets Expectations,8,Requires additional coaching.,Yes
956,2112,2025-10-10,Q4,4.1,Exceeds Expectations,10,Requires additional coaching.,No
957,2981,2025-03-02,Q1,4.3,Exceeds Expectations,6,Excellent leadership and teamwork.,No
958,2824,2024-03-12,Q4,4.5,Outstanding,4,Needs improvement in productivity.,No
959,2793,2024-06-19,Q1,2.9,Needs Improvement,4,Needs improvement in productivity.,No
960,330,2024-05-07,Q3,4.5,Outstanding,6,Reliable and dependable employee.,Yes
961,1574,2024-12-15,Q3,4.0,Exceeds Expectations,9,Consistently exceeds expectations.,No
962,1993,2024-11-23,Q4,2.3,Poor,6,Reliable and dependable employee.,Yes
963,791,2024-01-31,Q2,2.1,Poor,10,Requires additional coaching.,Yes
964,2215,2024-01-21,Q4,3.9,Meets Expectations,10,Excellent leadership and teamwork.,Yes
965,1390,2024-04-18,Q1,2.2,Poor,9,Consistently exceeds expectations.,Yes
966,2679,2024-11-05,Q4,4.0,Exceeds Expectations,5,Good communication and collaboration.,Yes
967,152,2024-02-22,Q4,4.2,Exceeds Expectations,3,Demonstrates strong problem-solving skills.,Yes
968,995,2025-08-03,Q2,4.1,Exceeds Expectations,3,Reliable and dependable employee.,Yes
969,1259,2025-09-03,Q1,4.5,Outstanding,10,Reliable and dependable employee.,Yes
970,436,2025-01-11,Q2,2.3,Poor,4,Good communication and collaboration.,No
971,1382,2024-03-08,Q4,4.4,Exceeds Expectations,8,Consistently exceeds expectations.,Yes
